language_no	predicate_no	verb	X	Y	locus	valency_pattern	sentence	glosses_en	back_translation_en	comms	glosses_ru	back_translation_ru	verb_original_orthography	sentence_original_orthography
87	120	desfrutar	SBJ	de	Y	SBJ_de	Pedro desfrut-a de um chá quente	PN(M) enjoy-3SG.PRS of INDF tea(M) hot	‘Pedro is enjoying a hot tea.’		PN(M) наслаждаться-3SG.PRS от INDF чай(M) горячий	‘Педру наслаждается горячим чаем.’		
87	121	querer	SBJ	DO	TR	TR	Pedro quer um nov-o celular	PN(M) want.3SG.PRS INDF new-M mobile_phone(M)	‘Pedro wants a new mobile phone.’		PN(M) хотеть.3SG.PRS INDF новый-M мобильный_телефон(M)	‘Педру хочет новый мобильник.’		
87	122	estar bravo	SBJ	com	Y	SBJ_com	Pedro está brav-o com Miguel	PN(M) COP_PROG.3SG.PRS angry-M with PN(M)	‘Pedro has a grudge against Miguel.’	Non-verbal predicate.	PN(M) COP_PROG.3SG.PRS злой-M с PN(M)	‘Педру сердится на Мигела.’		
87	123	ofender-se	SBJ	com	Y	SBJ_com	Pedro se ofend-eu com Miguel	PN(M) REFL offend-3SG.PST with PN(M)	‘Pedro got offended at Miguel.’		PN(M) REFL обидеть-3SG.PST с PN(M)	‘Педру обиделся на Мигела.’		
87	124	ficar chateado	com	SBJ	X	com_SBJ	Miguel fic-ou muito chate-ad-o com Pedro	PN(M) get-3SG.PST very annoy-PTCP-M with PN(M)	‘Miguel got very upset with Pedro.’		PN(M) стать-3SG.PST очень огорчённый-PTCP-M с PN(M)	‘Педру очень огорчил Мигела.’		
87	125	ficar impressionado	SBJ	com	Y	SBJ_com	Pedro fic-ou impression-ad-o com ess-a cidade	PN(M) get-3SG.PST impress-PTCP-M with DEM.MED-F city(F)	‘Pedro was very impressed by this city.’		PN(M) стать-3SG.PST впечатлить-PTCP-M с DEM.MED-F город(F)	‘Педру поразился этому городу.’		
87	126	desprezar	SBJ	DO	TR	TR	Pedro desprez-a Miguel	PN(M) despise-3SG.PRS PN(M)	‘Pedro despises Miguel.’		PN(M) презирать-3SG.PRS PN(M)	‘Педру презирает Мигела.’		
87	127	decepcionar-se	SBJ	com	Y	SBJ_com	Pedro se decepcion-ou com seu filho	PN(M) REFL get_upset-3SG.PST with POSS.3.M son(M)	‘Pedro got upset with his son.’		PN(M) REFL огорчиться-3SG.PST с POSS.3.M сын(M)	‘Педру огорчился из-за своего сына.’		
87	128	irritar-se	SBJ	com	Y	SBJ_com	Pedro se irrit-a com sua filha	PN(M) REFL be_irritated-3SG.PRS with POSS.3.F daughter(F)	‘Pedro is getting irritated with his daughter.’		PN(M) REFL раздражаться-3SG.PRS с POSS.3.F дочь(F)	‘Педру раздражается на свою дочь.’		
87	129	simpatizar	SBJ	com	Y	SBJ_com	Pedro simpatiz-a com Miguel	PN(M) be_fond-3SG.PRS with PN(M)	‘Pedro is fond of Miguel.’		PN(M) симпатизировать-3SG.PRS с PN(M)	‘Педру симпатизирует Мигелу.’		
87	130	ter vergonha	SBJ	de	Y	SBJ_de	Pedro tem vergonha de sua altura	PN(M) have.3SG.PRS shame(F) of POSS.3.F height(F)	‘Pedro is shy about his height.’		PN(M) иметь.3SG.PRS стыд(F) от POSS.3.F высота(F)	‘Педру стесняется своего роста.’		
28	1	dukhal	ACC	NOM	X	ACC_NOM	man dukha-l ma o šər-o	I.ACC ache-PRS.3SG I.CL ART.M.DIR.SG head-NOM.SG	‘I have a headache.’		я.ACC болеть-PRS.3SG я.CL ART.M.DIR.SG голова-NOM.SG	‘У меня болит голова.’	дукхал	ман дукха-л ма о шэр-о
28	2	sy	LOC	NOM	X	LOC_NOM	les-te sy les grib-o	he-LOC be.PRS.3 he.CL flu-NOM.SG	‘He has the flu.’		он-LOC быть.PRS.3 он.CL грипп-NOM.SG	‘У него грипп.’	сы	лесте сы лес гриб-о
28	3	daral	NOM	ABL	Y	NOM_ABL	o Murš-a dara-l kata źukəl	ART.M.DIR.SG PN-NOM.SG fear-PRS.3SG from dog[NOM.SG]	‘Murša is afraid of the dog.’		ART.M.DIR.SG PN-NOM.SG бояться-PRS.3SG от собака[NOM.SG]	‘Мурша боится собаки.’	дарал	о Мурш-а дара-л ката жюкэл
28	4	śudel	NOM	ACC	TR	TR	o Murš-a śuď-a bař	ART.M.DIR.SG PN-NOM.SG throw-PST.3SG stone[ACC.SG]	‘Murša threw a stone.’		ART.M.DIR.SG PN-NOM.SG бросать-PST.3SG камень[ACC.SG]	‘Мурша бросил камень.’	шюдел	о Mурш-a шюд-я барр
28	5	arəsəl	LOC	NOM	X	LOC_NOM	les-te arəs-əl les love	he-LOC suffice-PRS.3SG he.CL money[NOM.PL]	‘He has enough money.’	 	он-LOC быть_достаточным-PRS.3SG он.CL деньги[NOM.PL]	‘У него достаточно денег.’	арэсэл	лесте арэсэ-л лес лове
28	6	mʼa(zo)l  	NOM	pe	Y	NOM_pe	o Murš-a mʼa-l pe les-te	ART.M.DIR.SG PN-NOM.SG resemble-PRS.3SG on he-LOC	‘Murša resembles him.’	The preposition is obligatory with pronouns. With nominal Y’s the binominative construction is possible.	ART.M.DIR.SG PN-NOM.SG быть_похожим-PRS.3SG на он-LOC	‘Мурша похож на него.’	мя(зо)л  	о Мурш-а мя-л пе лес-те
28	7	paťal	NOM	ACC	TR	TR	o Murš-a paťa-l la Marijk-a	ART.M.DIR.SG PN-NOM.SG believe-PRS.3SG ART.F.OBL.SG PN-ACC.SG	‘Murša believes Marijka.’		ART.M.DIR.SG PN-NOM.SG верить-PRS.3SG ART.F.OBL.SG PN-ACC.SG	‘Мурша верит Марийке.’	патял	о Мурш-а патя-л ла Марийк-акэ
28	8	lel	NOM	ACC	TR	TR	o Murš-a ľ-a ə knišk-a	ART.M.DIR.SG PN-NOM.SG take-PST.3SG ART.F.DIR.SG book-ACC.SG	‘Murša took a book.’		ART.M.DIR.SG PN-NOM.SG брать-PST.3SG ART.F.DIR.SG книга-ACC.SG	‘Мурша взял книгу.’	лел	о Мурш-а л-я э книшк-а
28	9	dikhəl	NOM	ACC	TR	TR	o Murš-a dikh-əl o khər	ART.M.DIR.SG PN-NOM.SG see-PRS.3SG ART.M.DIR.SG house[ACC.SG]	‘Murša sees a house.’		ART.M.DIR.SG PN-NOM.SG видеть-PRS.3SG ART.M.DIR.SG дом[ACC.SG]	‘Мурша видит дом.’	дикхэл	о Мурш-а дикх-э-л о кхэр
28	10	vliil	NOM	pe	Y	NOM_pe	le bərš vlii-n p-o pamiť-o	ART.PL year[NOM.PL] influence-PRS.3PL on-ART.M.DIR.SG memory-NOM.SG	‘Age influences memory.’	There is no inherited verb, the Russian verb is used.	ART.PL год[NOM.PL] влиять-PRS.3PL на-ART.M.DIR.SG.SG память-NOM.SG	‘Возраст влияет на память.’	влиил	ле бэрш влии-н по памитё
28	11	dikhəlpe	NOM	INS	Y	NOM_INS	o Murš-a dikh-ľ-a-pe la Marijk-asa	ART.M.DIR.SG PN-NOM.SG encounter-PST-3SG-REFL ART.F.OBL.SG PN-INS.SG	‘Murša encountered Marijka.’		ART.M.DIR.SG PN-NOM.SG видеться-PST-3SG-REFL ART.F.OBL.SG PN-INS.SG	‘Мурша встретился с Марийкой.’	дикхэлпе	о Мурш-а дикх-л-я-пе ла Марийк-аса
28	12	śolpe	NOM	ande	Y	NOM_ande	o Murš-a śu-ť-a-pe man-de arati and-o khər	ART.M.DIR.SG PN-NOM.SG enter-PST-3SG-REFL I-LOC yesterday in-ART.M.DIR.SG house.NOM.SG	‘Murša came into my house yesterday.’		ART.M.DIR.SG PN-NOM.SG заходить-PST-3SG-REFL я-LOC вчера в-ART.M.DIR.SG.SG дом.NOM.SG	‘Мурша вчера зашел ко мне в дом.’	шёлпе	о Мурш-а шю-т-я-пе ман-де арати андо кхэр
28	13	lel	NOM	ABL	Y	NOM_ABL	o Murš-a ľ-a les-tar and-o futbol-o	ART.M.DIR.SG PN-NOM.SG take-PST.3SG he-ABL in-ART.M.DIR.SG soccer-NOM.SG	‘Murša beat him at soccer.’		ART.M.DIR.SG PN брать-PST.3SG он-ABL в-ART.M.DIR.SG.SG футбол-NOM.SG	‘Мурша выиграл у него в футбол.’	лел	о Мурша л-я лес-тар андо футбол-о
28	14	anklel	NOM	anda	Y	NOM_anda	o Murš-a ankl-ist-o anda khər	ART.M.DIR.SG PN-NOM.SG go_out-PST-3SG.M from house.NOM.SG	‘Murša went out of the house.’		ART.M.DIR.SG PN-NOM.SG выходить-PST-3SG.M из дом.NOM.SG	‘Мурша вышел из дома.’	анклел	о Мурш-а анкл-ист-о анда кхэр
28	15	našavel	NOM	ACC	TR	TR	o Murš-a našav-el la gurumnʼ-a pe poľa	ART.M.DIR.SG PN-NOM.SG drive-PRS.3SG ART.F.OBL.SG cow-ACC.SG on field.NOM.SG	‘Murša is driving the cow to the field.’		ART.M.DIR.SG PN-NOM.SG гнать-PRS.3SG ART.F.OBL.SG корова-ACC.SG на поле.NOM.SG	‘Мурша гонит корову на поле.’	нашавел	о Мурша наш-ав-е-л ла гурумн-я пе поля
28	16	banďarəl	NOM	ACC	TR	TR	o Murš-a banďar-ď-a ə salk-a	ART.M.DIR.SG PN-NOM.SG bend-PST-3SG ART.F.DIR.SG tree-ACC.SG	‘Murša bent the tree.’		ART.M.DIR.SG PN-NOM.SG гнуть-PST-3SG ART.F.DIR.SG дерево-ACC.SG	‘Мурша согнул дерево.’	бандярэл	о Мурш-а банд-яр-д-я э салк-а
28	17	phenel	NOM	DAT	Y	NOM_DAT	o Murš-a phen-ď-a man-gə	ART.M.DIR.SG PN-NOM.SG tell-PST-3SG I-DAT	‘Murša told me.’		ART.M.DIR.SG PN-NOM.SG говорить-PST-3SG я-DAT	‘Мурша сказал мне.’	пхенел	о Мурш-а пхен-д-я ман-гэ
28	18	nikərəl	NOM	ACC	TR	TR	o Murš-a nikər-əl ə knišk-a	ART.M.DIR.SG PN-NOM.SG hold-PRS.3SG ART.F.DIR.SG book-ACC.SG	‘Murša is holding a book.’		ART.M.DIR.SG PN-NOM.SG держать-PRS.3SG ART.F.DIR.SG книжка-ACC.SG	‘Мурша держит книгу.’	никэрэл	о Мурш-а никэрэ-л э книшк-а
28	19	dugunil	NOM	ACC	TR	TR	o Murš-a duguni-sarď-a la Marijk-a	ART.M.DIR.SG PN-NOM.SG catch_up-PST-3SG ART.F.OBL.SG PN-ACC.SG	‘Murša caught up with Marijka.’		ART.M.DIR.SG PN-NOM.SG догонять-PST-3SG ART.F.OBL.SG PN-ACC.SG	‘Мурша догнал Марийку.’	дугунил	о Мурш-а дугуни-сард-я ла Марийка́
28	20	strangol	NOM	ACC	TR	TR	ə Marijk-a strango-sarď-a la gurumnʼ-a	ART.F.DIR.SG PN-NOM.SG milk-PST-3SG ART.F.OBL.SG cow-ACC.SG	‘Marijka milked the cow.’		ART.F.DIR.SG PN-NOM.SG доить-PST-3SG ART.F.OBL.SG корова-ACC.SG	‘Марийка подоила корову.’	странгол	э Марийк-а странго-сард-я ла гурумня
28	21	arəsəl	NOM	LOC	Y	NOM_LOC	pa duj ćas-urʼa o Murš-a arəs-l-o man-de	through two.NOM hour-NOM.PL ART.M.DIR.SG PN-NOM.SG reach-PST-3SG.M I-LOC	‘In two hours, Murša reached me.’		через два.NOM час-NOM.PL ART.M.DIR.SG PN-NOM.SG достигать-PST-3SG.M я-LOC	‘Мурша через два часа добрался до меня.’	арэсэл	па дуй чяс-уря о Мурш-а арэс-л-о жи ман-де
28	22	azbal	NOM	ACC	TR	TR	o Murš-a azba-ď-a o zyd-o	ART.M.DIR.SG PN-NOM.SG touch-PST-3SG ART.M.DIR.SG wall-ACC.SG	‘Murša touched the wall.’		ART.M.DIR.SG PN-NOM.SG касаться-PST-3SG ART.M.DIR.SG стена-ACC.SG	‘Мурша дотронулся до стены.’	азбал	о Мурш-а азба-д-я о зыд-о
28	23	marəlpe	NOM	INS	Y	NOM_INS	o Murš-a mar-əl-pe la Marijk-asa	ART.M.DIR.SG PN-NOM.SG fight-PRS.3SG-REFL ART.F.OBL.SG PN-INS.SG	‘Murša is fighting with Marijka.’		ART.M.DIR.SG PN-NOM.SG драться-PRS.3SG-REFL ART.F.OBL.SG PN-INS.SG	‘Мурша дерется с Марийкой.’	марэлпе	о Мурш-а марэ-л-пе ла Марийк-аса
28	24	družyl	NOM	INS	Y	NOM_INS	o Murš-a družy-l la Marijk-asa	ART.M.DIR.SG PN-NOM.SG be_friends-PRS.3SG ART.F.OBL.SG PN-INS.SG	‘Murša is friends with Marijka.’		ART.M.DIR.SG PN-NOM.SG дружить-PRS.3SG ART.F.OBL.SG PN-INS.SG	‘Мурша дружит с Марийкой.’	дружыл	о Мурш-а дружы-л ла Марийк-аса
28	25	gyndilpe	NOM	pa	Y	NOM_pa	gynd-iv-ma pa la-te	think-PRS.1SG-REFL with she-LOC	‘I am thinking about her.’		думать-PRS.1SG-REFL с она-LOC	‘Я думаю о ней.’	гындилпе	гынди-в-ма па ла-те
28	26	xal	NOM	ACC	TR	TR	o Murš-a xa-ľ-a ə phabaj	ART.M.DIR.SG PN-NOM.SG eat-PST-3SG ART.F.DIR.SG apple[ACC.SG]	‘Murša ate an apple.’		ART.M.DIR.SG PN-NOM.SG есть-PST-3SG ART.F.DIR.SG яблоко[ACC.SG]	‘Мурша съел яблоко.’	хал	о Мурш-а ха-л-я э пхабай
28	27	pekəl	NOM	ACC	TR	TR	o Murš-a pek-ľ-a maś-o	ART.M.DIR.SG PN-NOM.SG fry-PST-3SG fish-ACC.SG	‘Murša fried the fish.’		ART.M.DIR.SG PN-NOM.SG жарить-PST-3SG рыба-ACC.SG	‘Мурша пожарил рыбу.’	пекэл	о Мурш-а пек-л-я маш-ё
28	28	aźukərəl	NOM	ACC	TR	TR	o Murš-a aźukər-əl la Marijk-a	ART.M.DIR.SG PN-NOM.SG wait-PRS.3SG ART.F.OBL.SG PN-ACC.SG	‘Murša is waiting for Marijka.’		ART.M.DIR.SG PN-NOM.SG ждать-PRS.3SG ART.F.OBL.SG PN-ACC.SG	‘Мурша ждет Марийку.’	ажюкэрэл	о Мурш-а ажюкэрэ-л ла Марийк-а́
28	29	bystrəl	NOM	pa	Y	NOM_pa	o Murš-a bystər-ď-a pa kod-o drom	ART.M.DIR.SG PN-NOM.SG forget-PST-3SG with that-M.DIR.SG road[NOM.SG]	‘Murša forgot about the other road.’		ART.M.DIR.SG PN-NOM.SG забывать-PST-3SG с тот-M.DIR.SG дорога[NOM.SG]	‘Мурша забыл о другой дороге.’	быстрэл	о Мурш-а быстэр-д-я па код-о дром
28	30	zavisil	NOM	ABL	Y	NOM_ABL	o pamiť-o zavis-il kata l bərš	ART.M.DIR.SG memory-NOM.SG depend-PRS.3SG from ART.PL year[NOM.PL]	‘Memory depends on age.’		ART.M.DIR.SG память-NOM.SG зависеть-PRS.3SG от ART.PL год[NOM.PL]	‘Пасять зависит от возраста.’	зависил	о паметё зависи-л ката л бэрш
28	31	akharəl	NOM	ACC	TR	TR	o Murš-a akhar-ď-a la Marijk-a	ART.M.DIR.SG PN-NOM.SG call-PST-3SG ART.F.OBL.SG PN-ACC.SG	‘Murša called Marijka.’		ART.M.DIR.SG PN-NOM.SG звать-PST-3SG ART.F.OBL.SG PN-ACC.SG	‘Мурша позвал Марийку.’	акхарэл	о Мурш-а акхар-д-я ла Марийк-а́
28	32	znakomilpe	NOM	INS	Y	NOM_INS	o Murš-a znakomi-sajl-o la Marijk-asa	ART.M.DIR.SG PN.NOM.SG get_to_know-PST.REFL-3SG.M ART.F.OBL.SG PN-INS.SG	‘Murša got to know Marijka.’		ART.M.DIR.SG PN.NOM.SG знакомиться-PST.REFL-3SG.M ART.F.OBL.SG PN-INS.SG	‘Мурша познакомился с Марийкой.’	знакомилпе	о Мурш-а знакоми-сайл-о ла Марийк-аса
28	33	źanel	NOM	ACC	TR	TR	o Murš-a źan-el la Marijk-a	ART.M.DIR.SG PN-NOM.SG know-PRS.3SG ART.F.OBL.SG PN-ACC.SG	‘Murša knows Marijka.’		ART.M.DIR.SG PN-NOM.SG знать-PRS.3SG ART.F.OBL.SG PN-ACC.SG	‘Мурша знает Марийку.’	жянел	о Мурш-а жяне-л ла Марийк-а́
28	34	dilabal	NOM	pe	Y	NOM_pe	o Murš-a dilaba-l pe gitar-a	ART.M.DIR.SG PN-NOM.SG sing-PRS.3SG in guitar-NOM.SG	‘Murša is playing the guitar.’	With a pronominal Y argument, the structure with the pe + locative case (LOC) would be used.	ART.M.DIR.SG PN-NOM.SG петь-PRS.3SG на гитара-NOM.SG	‘Мурша играет на гитаре.’	дилабал	о Мурш-а дилаба-л пе гитар-а
28	35	našəl	NOM	ABL	Y	NOM_ABL	o Murš-a našə-l kata Marijk-a	ART.M.DIR.SG PN-NOM.SG run-PRS.3SG from PN-NOM.SG	‘Murša avoids Marijka.’	With a pronominal Y argument, the structure with the ablative case (ABL) would be used.	ART.M.DIR.SG PN-NOM.SG бежать-PRS.3SG от PN-NOM.SG	‘Мурша избегает Марийку.’	нашэл	о Мурш-а нашэ-л ката Марийк-а
28	36	laśarəl	NOM	ACC	TR	TR	o Murš-a laśar-ď-a bomb-a	ART.M.DIR.SG PN-NOM.SG make-PST-3SG bomb-ACC.SG	‘Murša made a bomb.’		ART.M.DIR.SG PN-NOM.SG делать-PST-3SG бомба-ACC.SG	‘Мурша изготовил бомбу.’	лашярэл	о Мурш-а лаш-яр-д-я бомб-а
28	37	asal	NOM	ABL	Y	NOM_ABL	o Murš-a asa-l kata Marijk-a	ART.M.DIR.SG PN-NOM.SG laugh-PRS.3SG from PN-NOM.SG	‘Murša is making fun of Marijka.’	With a pronominal Y argument, the structure with the ablative case (ABL) would be used.	ART.M.DIR.SG PN-NOM.SG смеяться-PRS.3SG от PN-NOM.SG	‘Мурша смеется над Марийкой.’	асал	о Мурш-а аса-л ката Марийк-а
28	38	sy	LOC	NOM	X	LOC_NOM	les-te sy les mator-a	he-LOC be.PRS.3 he.CL car-NOM.SG	‘He has a car.’		он-LOC быть.PRS.3 он.CL машина-NOM.SG	‘У него есть машина.’	сы	лес-те сы лес матора
28	39	rodel	NOM	ACC	TR	TR	o Murš-a rod-el le te-i	ART.M.DIR.SG PN-NOM.SG look_for-PRS.3SG ART.PL key-ACC.PL	‘Murša is looking for his keys.’		ART.M.DIR.SG PN-NOM.SG искать-PRS.3SG ART.PL ключ-ACC.PL	‘Мурша ищет ключи.’	родел	о Мурш-а роде-л ле те-и
28	40	makhəl	NOM	ACC	TR	TR	o Murš-a makh-ľ-a ə bar	ART.M.DIR.SG PN-NOM.SG paint-PST-3SG ART.F.DIR.SG fence[ACC.SG]	‘Murša painted the fence.’		ART.M.DIR.SG PN-NOM.SG красить-PST-3SG ART.F.DIR.SG забор[ACC.SG]	‘Мурша покрасил забор.’	макхэл	о Мурш-а макх-л-я э бар
28	41	dandarəl	NOM	ACC	TR	TR	o źukəl dandar-ď-a le Murš-as	ART.M.DIR.SG dog[NOM.SG] bite-PST-3SG ART.M.OBL PN-ACC.SG	‘A dog bit Murša.’		ART.M.DIR.SG собака[NOM.SG] кусать-PST-3SG ART.M.OBL PN-ACC.SG	‘Собака укусила Муршу.’	дандярэл	о жюкэл данд-ар-д-я ле Мурш-ас
28	42	xasarəl	NOM	ACC	TR	TR	o Murš-a xasar-ď-a o khər	ART.M.DIR.SG PN-NOM.SG lose-PST-3SG ART.M.DIR.SG house[ACC.SG]	‘Murša lost his house.’		ART.M.DIR.SG PN-NOM.SG терять-PST-3SG ART.M.DIR.SG дом[ACC.SG]	‘Мурша потерял дом.’	хасарэл	о Мурш-а хасар-д-я о кхэр
28	43	astarəl	NOM	ACC	TR	TR	o Murš-a astar-əl la myc-a	ART.M.DIR.SG PN-NOM.SG catch-PRS.3SG DEF.F.OBL cat-ACC.SG	‘Murša is trying to catch the cat.’		ART.M.DIR.SG PN-NOM.SG ловить-PRS.3SG DEF.F.OBL кошка-ACC.SG	‘Мурша ловит кошку.’	астарэл	о Мурш-а астар-э-л лa мыц-а́
28	44	phagəl	NOM	ACC	TR	TR	o Murš-a phag-ľ-a ə řaj	ART.M.DIR.SG PN-NOM.SG break-PST-3SG ART.F.DIR.SG stick[ACC.SG]	‘Murša broke a stick.’		ART.M.DIR.SG PN-NOM.SG ломать-PST-3SG ART.F.DIR.SG палка[ACC.SG]	‘Мурша сломал палку.’	пхагэл	о Мурш-а пхаг-л-я э ррай
28	45	*	*	*	*		*	*	*	No satisfactory translation has been obtained.	*	*	*	*
28	46	phařol	NOM	pala	Y	NOM_pala	o Murš-a phařo-l pala Marijk-a	ART.M.DIR.SG PN-NOM.SG desire-PRS.3SG for PN-NOM.SG	‘Murša loves Marijka.’		ART.M.DIR.SG PN-NOM.SG желать-PRS.3SG за PN-NOM.SG	‘Мурша любит Марийку.’	пхаррол	о Мурш-а пхарро-л пала Марийка/ ла-те
28	47	trintil	NOM	INS	Y	NOM_INS	o Murš-a trinti-l la dyrz-asa	ART.M.DIR.SG PN-NOM.SG wave-PRS.3SG ART.F.OBL.SG rag-INS.SG	‘Murša is waving a rag.’		ART.M.DIR.SG PN-NOM.SG махать-PRS.3SG ART.F.OBL.SG тряпка-INS.SG	‘Мурша машет тряпкой.’	тринтил	о Мурш-а тринти-л ла дырз-аса
28	48	*	*	*	*		*	*	*	No satisfactory translation has been obtained.	*	*	*	*
28	49	xalavel	NOM	ACC	TR	TR	ə Marijk-a xala-ď-a ə kuć-i	ART.F.DIR.SG PN-NOM.SG wash-PST-3SG ART.F.DIR.SG cup-ACC.SG	‘Marijka washed the cup.’		ART.F.DIR.SG PN-NOM.SG мыть-PST-3SG ART.F.DIR.SG чашка-ACC.SG	‘Марийка вымыла чашку.’	халавел	э Марийк-а хала-д-я э куч-и
28	50	lel pe peste	NOM	ACC	TR	TR	o Murš-a ľ-a pe pes-te kalc-y	ART.M.DIR.SG PN-NOM.SG take-PST.3SG on oneself-LOC trousers-ACC.PL	‘Murša put on his trousers.’		ART.M.DIR.SG PN-NOM.SG брать-PST.3SG на себя-LOC штаны-ACC.PL	‘Мурша надел штаны.’	лел пе песте	о Мурш-а л-я пе пес-те калцы
28	51	buśol	NOM	NOM(NO.AGR)	Y	NOM_NOM(NO.AGR)	kad-o buśo-l kompas-o	this-M.DIR.SG be_called-PRS.3SG compass-NOM.SG	‘This is called a compass.’		этот-M.DIR.SG зваться-PRS.3SG компас-NOM.SG	‘Это называется компас.’	бушёл	кад-о бушё-л компас-о
28	52	*	*	*	*		*	*	*	No satisfactory translation has been obtained.	*	*	*	*
28	53	xuťol	NOM	pe	Y	NOM_pe	o riś xut-il-o p-o Murš-a	ART.M.DIR.SG bear.NOM.SG jump-PST-3SG.M on-ART.M.DIR.SG PN-NOM.SG	‘A bear attacked Murša.’	With a pronominal Y argument, the structure with the locative case (LOC) would be used.	ART.M.DIR.SG медведь.NOM.SG прыгать-PST-3SG.M на-ART.M.DIR.SG PN-NOM.SG	‘Медведь напал на Муршу.’	хутёл	о ришь хут-ил-о по Мурш-а
28	54	pherďol	NOM	NOM(NO.AGR)	Y	NOM_NOM(NO.AGR)	ə vadr-a pherd-il-i paj	ART.F.DIR.SG bucket-NOM.SG fill-PST-3SG.F water[NOM.SG]	‘The bucket filled with water.’		ART.F.DIR.SG ведро-NOM.SG наполняться-PST-3SG.F вода[NOM.SG]	‘Ведро наполнилось водой.’	пхердёл	э вадр-а пхерд-ил-и ле пай-еса
28	55	arakhəl	NOM	ACC	TR	TR	o Murš-a arakh-ľ-a le te-i	ART.M.DIR.SG PN-NOM.SG find-PST-3SG ART.PL key-ACC.PL	‘Murša found his keys.’		ART.M.DIR.SG PN-NOM.SG находить-PST-3SG ART.PL ключ-ACC.PL	‘Мурша нашёл ключи.’	аракхэл	о Мурш-а аракх-л-я ле те-и
28	56	ći arəsəl	LOC	NOM(NO.AGR)	XY	LOC_NOM(NO.AGR)	les-te ći arəs-ľ-a les jekh řubl-a	he-LOC NEG suffice-PST-3SG he.CL one.NOM rouble-NOM.SG	‘He was one rouble short.’	The verb has always the 3SG form.	он-LOC NEG хватать-PST-3SG он.CL один.NOM рубль-NOM.SG	‘Ему не хватило одного рубля.’	чи арэсэл	лес-те чи арэс-л-я лес йекх ррубл-а
28	57	ći navidil	NOM	ACC	TR	TR	o Murš-a ći navidi-l la Marijk-a	ART.M.DIR.SG PN-NOM.SG NEG love-PRS.3SG ART.F.OBL.SG PN-ACC.SG	‘Murša hates Marijka.’	This verb can only be used with negation.	ART.M.DIR.SG PN-NOM.SG NEG презирать-PRS.3SG ART.F.OBL.SG PN-ACC.SG	‘Мурша презирает Марийку.’	чи навидил	о Мурш-а чи навидил ла Марийк-а́
28	58	plaćal	ACC	NOM	X	ACC_NOM	le Murš-as plaća-l les kad-o gad	ART.M.OBL PN-ACC.SG like-PRS.3SG he.CL this-M.DIR.SG shirt[NOM.SG]	‘Murša likes this shirt.’		ART.M.OBL PN-ACC.SG нравиться-PRS.3SG он.CL этот-M.DIR.SG рубашка[NOM.SG]	‘Мурше нравится эта рубашка.’	плачял	ле Мурш-ас плачя-л лес кад-о гад
28	59	trubul	ACC	NOM(NO.AGR)	XY	ACC_NOM(NO.AGR)	les trubu-l les love	he.ACC need-PRS.3SG he.CL money-NOM.PL	‘He needs money.’	The verb has usually the 3SG form.	он.ACC нуждаться-PRS.3SG он.CL деньги-NOM.PL	‘Ему нужны деньги.’	трубул	лес трубу-л лес лове
28	60	ankolil	NOM	ACC	TR	TR	le zyd-uri ankoli-n o for-o	ART.PL wall-NOM.PL surround-PRS.3PL ART.M.DIR.SG city-ACC.SG	‘Walls surround the city.’		ART.PL стена-NOM.PL окружить-PRS.3PL ART.M.DIR.SG город-ACC.SG	‘Стены окружают город.’	анколил	ле зыд-ури анколи-н o фор-о
28	61	aśel	LOC	NOM	X	LOC_NOM	ka Murš-a aš-il-e les deš řubl-i	at PN-NOM.SG remain-PST-3PL he.CL ten rouble-NOM.PL	‘Murša has ten roubles left.’	With a pronominal X argument, the structure with the locative case (LOC) would be used.	у PN-NOM.SG оставаться-PST-3PL он.CL десять рубль-NOM.PL	‘У Мурши осталось десять рублей.’	ашел	ка Мурш-а аш-ил-е лес деш ррубл-и
28	62	*	*	*	*		o Murš-a phen-ď-a la ućiteľnic-akə	ART.M.DIR.SG PN-NOM.SG say-PST-3SG ART.F.OBL.SG teacher(female)-DAT.SG	‘Murša told the (female) teacher.’	Not included in the database because this translation is semantically inaccurate.	ART.M.DIR.SG PN-NOM.SG сказать-PST-3SG ART.F.OBL.SG учительница-DAT.SG	‘Мурша сказал учительнице.’	*	о Мурш-а пхен-д-я ла учительниц-акэ
28	63	pytrəl	NOM	ACC	TR	TR	o Murš-a pytər-ď-a ə bank-a	ART.M.DIR.SG PN-NOM.SG open-PST-3SG ART.F.DIR.SG can-ACC.SG	‘Murša opened a can.’		ART.M.DIR.SG PN-NOM.SG открывать-PST-3SG ART.F.DIR.SG банка-ACC.SG	‘Мурша открыл банку.’	пытрэл	о Мурш-а пытэр-д-я э банк-а
28	64	ći mʼa(zo)l	NOM	pe	Y	NOM_pe	muř-o gad ći mʼa-l pe tir-o	my-M.DIR.SG shirt[NOM.SG] NEG resemble-PRS.3SG on your-M.DIR.SG	‘My shirt is different from yours.’	With a pronominal Y argument, the structure would be NOM_peLOC.	мой-M.DIR.SG рубашка[NOM.SG] NEG быть_похожим-PRS.3SG на твой-M.DIR.SG	‘Моя рубашка отличается от твоей.’	чи мя(зо)л	мурро гад чи мя-л пе тиро
